1;891000186;COALA COMERCIO DE LUBRIFICANTES LTDA;8;4731800;RUA;JULIO CONCEICAO;762;SALA 01;BOM RETIRO;1126000;SP;SAO PAULO;;;;;5
;1494000129;SUL-LUB COMERCIO DE LUBRIFICANTES LTDA;8;4731800;AVENIDA;NSA SRA DO SABARA;643;SALA 01;SANTO AMARO;4685002;SP;SAO PAULO;;;;;1
;3188001870;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA;2;4731800;AVENIDA;WASHINGTON LUIZ- AEROPORTO CONGONHAS;S/N;;AEROPORTO;4626970;SP;SAO PAULO;15 2321843;;15 2321843;;5
;6235000190;REDEGAS SAO MIGUEL COM DE REVENDA DE GAS E ACES LTDA;8;4731800;RUA;PEDRO MEIRA;236;;SAO MIGUEL PTA;8080500;SP;SAO PAULO;;;;;5
;8021000153;A.T.MOIL OLEOS E LUBRIFICANTES LTDA;2;4731800;RUA;AMAMBAI;635;BAIXOS;VILA MARIA;2115000;SP;SAO PAULO;;;;;1
;13688000144;AMIRA AUTO POSTO LTDA;8;4731800;RUA;DOMINGOS DE MORAIS;343;;VILA MARIANA;4009000;SP;SAO PAULO;;;;;5
;13726000169;MORIA COMERCIO DE LUBRIFICANTES LTDA;2;4731800;AVENIDA;ENG,ARMANDO A.PEREIRA;2367;;JABAQUARA;4308001;SP;SAO PAULO;;;;;1
;13837000175;DENVER COM.DE OLEOS LUBRIFICANTES NOVOS E USADO LTDA;4;4731800;RUA;RICARDO GLUBETON DAUN'T;313;TERREO;VILA RICA;3905110;SP;SAO PAULO;;;;;1
;14052000117;TUZAN LUBRIFICANTES E PECAS LTDA;2;4731800;RUA;MANOEL FERREIRA PIRES;93;;PQ SANTO ANTONIO;3386090;SP;SAO PAULO;;;;;1
;15621000149;CERTEIRA COM.E ASSIST.TECNICA EM RELOG.DE PONTO LTDA;8;4731800;RUA;LUISA ALVARES;254;;V CAMPESTRE;4332100;SP;SAO PAULO;;;;;1
;16966000117;APLAUSO AUTO POSTO LTDA;2;4731800;AVENIDA;ARATAS;1080;;INDIANOPOLIS;4081004;SP;SAO PAULO;;;;;5
;16968000106;POSTO DE SERVICOS TALISMA SAO PAULO LTDA;2;4731800;ALAMEDA;JAUAPERI;45;ESQUINA COM A AV. REPUBLICA DO LIBANO 2168;MOEMA;4523010;SP;SAO PAULO;11 50805500;;;;5
;16969000150;AUTO POSTO LIDER SANTOS DUMONT LTDA;2;4731800;AVENIDA;DO ESTADO;1036;;MERCADO;1107000;SP;SAO PAULO;11 22031403;;;JUNIOR@AJRCONTABILIDADE.COM.BR;5
;17512000160;MILENA ELOISA VILLAVERDE POSTO DE COMBUSTIVEIS- EIRELI;2;4731800;AVENIDA;ONZE DE JUNHO;1519;;VILA CLEMENTINO;4041054;SP;SAO PAULO;;;;;5
;17674000107;AUTO POSTO DOCARMO LTDA;2;4731800;AVENIDA;AFONSO SAMPAIO E SOUSA;1428;;JD NS DO CARMO;8270000;SP;SAO PAULO;;;;;5
;17750000176;COMERCIAL ARIZONA LTDA;8;4731800;RUA;PADRE GREGORIO MAFRA;1600;BOX 1;SAO MIGUEL PAULISTA;8230000;SP;SAO PAULO;;;;;5
;18571000153;AUTO POSTO LIVERPOOL LTDA;8;4731800;AVENIDA;SANTO AMARO;2250;;VILA OLIMPIA;4506003;SP;SAO PAULO;;;;;5
;19319000169;COMERCIAL REI DO ALARME LTDA.;8;4731800;AVENIDA;CONSELHEIRO CARRAO;114 18;;VILA CARRAO;3202000;SP;SAO PAULO;;;;;5
;20888000124;TEXAS DISTRIBUIDORA DE PETROLEO LTDA;2;4731800;AVENIDA;ENGO. LUIZ CARLOS BERRINI;1178;12 ANDAR;BROOKLIN NOVO;4571010;SP;SAO PAULO;;;;;5
;21599000140;SFER-LUB COMERCIO DE LUBRIFICANTES LTDA;8;4731800;AVENIDA;MUTINGA;1935;;VILA PIRITUBA;5110000;SP;SAO PAULO;;;;;1
;22054000158;COMERCIAL AOTEXAS LTDA;8;4731800;ALAMEDA;DOS MARACATINS;1818;BOX 1;CAMPO BELO;4089005;SP;SAO PAULO;;;;;5
;22941000126;POSTO ROMA III LTDA;8;4731800;VIA;ANHANGUERA;SN;KM 15 5;PIRITUBA;5113000;SP;SAO PAULO;;;;;5
;23692000193;WR COMERCIO DE LUBRIFICANTES LTDA;2;4731800;AVENIDA;LIDER;28;A;CIDADE LIDER;3586000;SP;SAO PAULO;;;;;1
;23963000100;T.D.A. - COMERCIAL POSTO LTDA;8;4731800;RUA;FIDELIS PAPINI;877;FRENTE;VILA PRUDENTE;3132020;SP;SAO PAULO;;;;;5
;24610000125;TREVO DO PESSEGO COM E SERV DE COMBUST E LUBRIFIC LTDA;2;4731800;AVENIDA;RAGUEB CHOHFI;4285;;JD IGUATEMI;8375000;SP;SAO PAULO;;;;;5
;25107000194;POSTO DE SERVICOS M C P LIMITADA;2;4731800;AVENIDA;RAIMUNDO P DE MAGALHAES;2840;;PIRITUBA;5145100;SP;SAO PAULO;;;;;5
;25605000137;MAXXI-POSTO DE SERVICOS LTDA;8;4731800;RUA;ABADIANIA;682;;VILA MATILDE;3541000;SP;SAO PAULO;;;;;5
;27021000109;CLASSE A SERVICOS AUTOMOTIVOS LTDA;2;4731800;AVENIDA;VICENTE RAO;1001;;JD CORDEIRO;4636001;SP;SAO PAULO;11 29502066;11 29502074;;ARFECONTABIL@TERRA.COM.BR;5
;27989000127;MARTE POSTO DE SERVICOS LTDA;8;4731800;RUA;VOLUNTARIOS DA PATRIA;1428;;SANTANA;2010300;SP;SAO PAULO;;;;;5
;28849000173;PAULISTA CENTER AUTO POSTO LTDA;2;4731800;AVENIDA;BERNARDINO DE CAMPOS;307;;PARAISO;4004041;SP;SAO PAULO;;;;;5
;29312000128;CENTRAL DE ITAQUERA AUTO POSTO LTDA;2;4731800;AVENIDA;ITAQUERA;900;;ITAQUERA;3526000;SP;SAO PAULO;;;;;1
;29313000172;ITAQUERA LUB COMERCIAL LTDA;8;4731800;AVENIDA;ITAQUERA;902;;ITAQUERA;3526000;SP;SAO PAULO;;;;;5
;29804000113;CENTRO AUTOMOTIVO DUMONT LTDA;2;4731800;AVENIDA;DR. GUILHERME DUMONT VILARES;1151;;VILA SUZANA;5640000;SP;SAO PAULO;011 5755158;;;;5
;30377000193;AUTO POSTO DONA RAQUEL LTDA;8;4731800;AVENIDA;HEITOR PENTEADO;285;;SUMAREZINHO;5437000;SP;SAO PAULO;;;;;5
;119377000164;AUTO POSTO JEMINA LTDA;8;4731800;AVENIDA;BELMIRA MARIM;4045;;PARQUE COCAIA;4846000;SP;SAO PAULO;;;;;5
;129505000150;AUTO POSTO 9 LTDA;4;4731800;AVENIDA;CIDADE JARDIM;589;;ITAIM BIBI;1453000;SP;SAO PAULO;;;;;5
