1;1180000550;CENTRAIS ELETRICAS BRASILEIRAS SA;8;3511501;RUA;LIBERO BADARO;496;1 E 2 ANDARES;CENTRO;SP;SAO PAULO;;;;;5
;185041000361;ITIQUIRA ENERGETICA S.A;2;3511501;AVENIDA;DAS NACOES UNIDAS;14261;20 ANDAR ALA B SALA 04 COND WTORRE MORUMBI;VILA GERTRUDES;SP;SAO PAULO;21 24395150;;11 31061466;TRIBUTARIO@BROOKFIELDENERGIA.COM;5
;357038008524;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE;2;3511501;AVENIDA;AV. ANGELICA;2466;CJ 142/144 E 141/143 ED. ANGELICA T. CENT;CONSOLACAO;SP;SAO PAULO;61 34296474;11 32556665;61 34296444;diniz@eln.gov.br;5
;382075000508;SOCIEDADE COMERCIAL AJJ S.A;1;3511501;ALAMEDA;SANTOS;1787;CONJ. 91;CERQUEIRA CESAR;SP;SAO PAULO;;;;;5
;395988000305;ITAIPU BINACIONAL;8;3511501;ALAMEDA;SANTOS;1827;11 AND CONJ 111 12;CERQUEIRA CESAR;SP;SAO PAULO;;;;;5
;395988000569;ITAIPU BINACIONAL;2;3511501;AVENIDA;PAULISTA;1636;ANDAR 10 CONJ 1009;BELA VISTA;SP;SAO PAULO;45 35206070;;45 35206079;MCEZAR@ITAIPU.GOV.BR;5
;395988001530;ITAIPU BINACIONAL;8;3511501;AVENIDA;PRES ALTINO;2953;;JAGUARE;SP;SAO PAULO;;;;;5
;644907000517;INVESTCO SA;2;3511501;RUA;GOMES DE CARVALHO;1765;ANDAR 1 CONJ 11 SALA 04;VILA OLIMPIA;SP;SAO PAULO;11 21855045;;;CLEUZI.SANTOS@EDPBR.COM.BR;5
;996174000318;COPEN COMPANHIA DE PETROLEO, GAS E ENERGIA S/A.;8;3513100;AVENIDA;BRIGADEIRO FARIA LIMA;2013;"ANDAR: 1; CONJ: 1 D; ANDAR: 3; CONJ: 3 D;";JARDIM PAULISTANO;SP;SAO PAULO;11 30327777;;;ANDRE@COPEN.COM.BR;5
;1166739000130;LAR INSTALADORA ELETRICA LTDA;8;3511501;RUA;JETICARANA;2;;JD CAMARGO NOVO;SP;SAO PAULO;;;;;5
;1310772000192;VOTORANTIM ENERGIA LTDA;2;3512300;AVENIDA;DAS NACOES UNIDAS;8501;ANDAR 2 SALA 2 EDIF ELDORADO BUSINESS TO;PINHEIROS;SP;SAO PAULO;41 33885660;;11 32247050;CADASTRODEEMPRESAS@VOTORANTIM.COM;5
;1317968000109;GENER BRASIL ENERGIA LTDA;8;3512300;AVENIDA;BRIGADEIRO F.LIMA;1744;6 AND - SL 1(PARTE);JD PAULISTANO;SP;SAO PAULO;;;;;5
;1355994000121;ITA ENERGETICA S/A;2;3511501;ALAMEDA;SANTOS;905;"ANDAR: 4; CONJ: 41 E 42;";CERQUEIRA CESAR;SP;SAO PAULO;48 30917900;;11 83007788;NFE@CONSORCIOITA.COM.BR;5
;1395648000509;ALTO JAURU ENERGETICA S/A;2;3511501;AVENIDA;BRIGADEIRO FARIA LIMA;2.601;ANDAR 4 CONJ 43 E 44;JARIDM PAULISTANO;SP;SAO PAULO;81 21377071;81 21377072;81 21210340;FISCAL@BRENNANDENERGIA.COM.BR;5
;1543032001097;CELG DISTRIBUICAO S.A. - CELG D;2;3511501;RUA;CEL XAVIER DE TOLEDO;98;QUINTO ANDAR;CENTRO;SP;SAO PAULO;;;;;5
;1600202000218;AES URUGUAIANA EMPREENDIMENTOS SA;8;3514000;RUA;LOURENCO MARQUES;158;1 ANDAR, SALA D;VILA OLIMPIA;SP;SAO PAULO;11 55941901;;;panamericana@uol.com.br;5
;1607903000106;SET ASSOCIADOS S/A.;8;3512300;AVENIDA;PRES.J.KUBITSCHEK;50;17 AND CJ 172/PART;VL N CONCEICAO;SP;SAO PAULO;;;;;5
;1672223000672;ENEL GREEN POWER CACHOEIRA DOURADA S.A;2;3511501;RUA;FUNCHAL;418;CONJ 3501 E 3401;VILA OLIMPIA;SP;SAO PAULO;21 27161844;21 27161841;21 27161855;FISCPRO@ENEL.COM;5
;1672223000753;ENEL GREEN POWER CACHOEIRA DOURADA S.A;2;3511501;AVENIDA;DAS NACOES UNIDAS;12901;ES N402 SALA 02 TORRE NORTE BLOCO A;BROOKLIN PAULISTA;SP;SAO PAULO;21 27161841;;;FISCPRO@ENEL.COM;5
;1673025000623;TOCANTINS ENERGETICA S/A;2;3511501;AVENIDA;BRIGADEIRO FARIA LIMA;2.601;ANDAR 4 CONJ 43 E 44;JARDIM PAULISTANO;SP;SAO PAULO;81 21377071;81 21377072;81 21210340;FISCAL@BRENNANDENERGIA.COM.BR;5
;1676897000130;GUASCOR DO BRASIL LTDA;2;3511501;AVENIDA;MUTINGA 3800;3800;TERREOPARTE B;JARDIM SANTO ELIAS;SP;SAO PAULO;11 35727000;11 38161072;11 25482032;NETO@NTJ.COM.BR;5
;1677753000107;ESAE EMPRESA SUL AMERICANA DE ENERGIA;8;3511501;RUA;HELENA;235;5 E 6 ANDAR PARTE;VL OLIMPIA;SP;SAO PAULO;;;;;5
;1678293000123;ESAE - EMPRESA SUL AMERICANA DE ENERGIA LTDA;8;3511501;AVENIDA;DAS NACOES UNIDAS;11541;7 ANDAR - SALA 02;BROOKLIN NOVO;SP;SAO PAULO;;;;;5
;1702394000192;BETA BRASIL GERACAO DE ENERGIA LTDA;4;3511501;ALAMEDA;CAMPINAS;1070;SL 2 PARTE 6 AND;JD PAULISTA;SP;SAO PAULO;;;;;1
;1702690000193;BETA BRASIL GERACAO DE ENERGIA LTDA;8;3511501;ALAMEDA;CAMPINAS;1070;;JD PAULISTA;SP;SAO PAULO;;;;;5
;1717812000115;EBE EMPRESA BRASILEIRA DE ENERGIA LTDA;8;3511501;AVENIDA;DAS NACOES UNIDAS;11.541;6 ANDAR - PARTE;BROOKLIN;SP;SAO PAULO;;;;;5
;1782832000170;PARTICIPACOES ENERGETICAS S/A;4;3511501;RUA;CORONEL XAVIER DE TOLEDO;316;CONJUNTO 30 - SALA 03;CENTRO;SP;SAO PAULO;011 2571144;;011 2571828;;5
;1825701000122;ENERGYWORKS DO BRASIL LTDA;8;3511501;RUA;LEOPOLDO COUTO DE MAGALHAES JUNIOR;758;CONJ 31 PARTE 00;ITAIM BIBI;SP;SAO PAULO;21 32352800;;21 25087286;SANDRO.COSTA@ASCONTABIL.COM.BR;5
;1825701000556;ENERGYWORKS DO BRASIL LTDA;8;3512300;RUA;BENTO BRANCO DE ANDRADE FILHO;621;BLOCO C;JARDIM DOM BOSCO;SP;SAO PAULO;011 2536090;;;;5
;1825701000980;ENERGYWORKS DO BRASIL LTDA;8;3511501;ALAMEDA;SANTOS;745;ANDAR 3;CERQUEIRA CESAR;SP;SAO PAULO;11 30342817;;11 30341604;sandro.costa@ascontabil.com.br;5
;1841521000134;CPFL MISSOES LTDA.;8;3512300;RUA;GOMES DE CARVALHO;1510;14 ANDAR - SALA 02;VILA OLIMPIA;SP;SAO PAULO;19 37568018;;19 37568392;bassalo@cpfl.com.br;5
;1903297000168;PAMPAS ELETRICA LTDA;8;3511501;RUA;LIBERO BADARO;293;20 ANDAR SALA 03;CENTRO;SP;SAO PAULO;1188704227;;;;5
;1928820000100;VBC PARTICIPACOES S.A.;8;3511501;AVENIDA;ENGENHEIRO LUIS CARLOS BERRINI;1297;/1307 14 ANDAR CJ 142;BROOKLIN;SP;SAO PAULO;1155050277;;1155059161;cbcqnutecnet.com.br;5
;1943361000134;DUTOGAS PARTICIPACOES LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR (PARTE);BROOKLIN;SP;SAO PAULO;;;;;5
;1961413000103;MERCO INTERCON LTDA;8;3511501;AVENIDA;ROQUE PETRONI JUNIOR;999;2 AND.SALA C;VL GERTRUDES;SP;SAO PAULO;;;;;5
;2074132000193;GUASCOR PARTICIPACOES DO BRASIL LTDA;8;3511501;RUA;VIRADOURO;63;5 ANDAR SALA 52;CHACARA ITAIM;SP;SAO PAULO;011 5424485;;011 5437341;;5
;2148170000143;ELETROINVESTIMENTOS S/A;8;3512300;RUA;BOA VISTA;254;7 AND.SALA 721;CENTRO;SP;SAO PAULO;;;;;5
;2150533000185;SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS S.A;2;3513100;RUA;LEOPOLDO COUTO DE MAGALHAES JUNIOR;758;CONJ 31 PARTE D;ITAIM BIBI;SP;SAO PAULO;11 31477100;;11 31477101;felix.eustaquio@contourglobal.com;5
;2183835000150;GUASCOR SERVICOS LTDA;8;3514000;AVENIDA;MUTINGA 3800;3800;TERREOPARTE C;JARDIM SANTO ELIAS;SP;SAO PAULO;11 35727000;11 38161072;11 25482032;NETO@NTJ.COM.BR;5
;2204716000136;EBD EMPRESA BRASILEIRA DISTRIBUIDORA LTDA;8;3514000;AVENIDA;PAULISTA;2.001;8 ANDAR - CONJUNTO 817;CERQUEIRA CESAR;SP;SAO PAULO;11 35235860;;;;5
;2217329000304;CENTRAIS ELETRICAS DA MANTIQUEIRA S/A;8;3512300;AVENIDA;BRIGADEIRO FARIA LIMA;2277;ANDAR 17;JARDIM PAULISTANO;SP;SAO PAULO;11 21738000;11 21738000;11 21738000;maparecida@opportunity.com.br;5
;2260476000197;DESTEC DO BRASIL LTDA.;8;3511501;AVENIDA;BERNARDINO DE CAMPOS;98;5 ANDAR - CJ B - S 20;PARAISO;SP;SAO PAULO;011 8874800;;011 8897166;;5
;2264757000118;CIA TERMELETRICA DO PLANALTO PAULISTA - TPP;4;3511501;AVENIDA;BRIGADEIRO LUIZ ANTONIO;1343;5 AND ALA B SL 01;BELA VISTA;SP;SAO PAULO;;;;;5
;2264757000207;CIA TERMELETRICA DO PLANALTO PAULISTA - TPP;8;3511501;AVENIDA;BRIGADEIRO LUIZ ANTONIO;1343;5 ANDAR ALA B;BELA VISTA;SP;SAO PAULO;;;;;5
;2289375000149;AES TRADING LTDA;8;3511501;PRACA;PROFESSOR JOSE LANNES;40;15 ANDAR;BROOKLIN NOVO;SP;SAO PAULO;;;;;5
;2290789000279;TERMOMACAE COMERCIALIZADORA DE ENERGIA S.A;2;3513100;AVENIDA;NOSSA SENHORA DO SABARA;5312;TERREO;VILA EMIR;SP;SAO PAULO;21 32294256;21 32294256;;wnavarro@petrobras.com.br;5
;2302098000167;EPTE - EMPRESA PAULISTA DE TRANSMISSAO DE ENERGIA ELETRICASA;8;3512300;RUA;BELA CINTRA;847;6 ANDAR;CONSOLACAO;SP;SAO PAULO;;;;;5
;2302100000106;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.;2;3514000;RUA;GOMES DE CARVALHO;1996;ANDAR 9 SALA 01;VILA OLIMPIA;SP;SAO PAULO;11 21855000;;11 21855550;CADASTROFISCAL@EDPBR.COM.BR;5
;2302100005752;EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.;2;3514000;RUA;GOMES DE CARVALHO;1765;ANDAR 1 CONJ 11 SALA 02;VILA OLIMPIA;SP;SAO PAULO;11 21855045;;;CLEUZI.SANTOS@EDPBR.COM.BR;5
;2302101000142;EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA;2;3511501;AVENIDA;NOSSA SENHORA DO SABARA;5312;;PEDREIRA;SP;SAO PAULO;011 56115100;;011 56115100;contabilidade@emae.sp.gov.br;5
;2308374000102;CONSORCIO ENRON ENERGIA MERCOSUL;2;3511501;RUA;HELENA;235;6 ANDAR;VILA OLIMPIA;SP;SAO PAULO;;;;;5
